alias,preferred_term,alias_type,country_scope,source,confidence
Import Coordinator,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Import Specialist,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Import-Export Agent,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Import/Export Administrator,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Import/Export Agent,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Import/Export Specialist,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Importer,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Importer Exporter,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
International Trade Specialist,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Licensed Customs Broker,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Ocean Export Agent,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Ocean Import Agent,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Ocean Import Representative,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Ocean Import Specialist,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Operations Assistant,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Trade Facilitator,source_onet_customs_brokers,alias,all,open_taxonomy_supported,4
Acquisition Cost Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Analyst,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Building Construction Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Building Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Civil Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Commercial Construction Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Commercial Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Commercial Roofing Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Concrete Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Construction Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Construction Job Cost Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Cost Analyst,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Cost Consultant,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Cost Engineer,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Cost Estimating Analyst,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Cost Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Cost Recovery Technician (Cost Recovery Tech),source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Crating and Moving Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Drywall Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Electrical Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Estimating Specialist,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Flooring Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Heavy Civil Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Industrial Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Investment Recovery Technician (Investment Recovery Tech),source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Job Cost Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Job Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Mechanical Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Plumbing Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Print Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Printing Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Production Cost Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Project Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Quantity Surveyor,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Sales Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Service Advisor,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Service Writer,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Structural Steel Estimator,source_onet_cost_estimators,alias,all,open_taxonomy_supported,4
Business Intelligence Engineer,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Career Development Specialist,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Career Development Technician,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Career Specialist,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Certification Specialist,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Contract Recruiter,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Corporate Recruiter,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Credentialing Coordinator,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Credentialing Specialist,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Credentials Specialist,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employee Advisor,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employee Counselor,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employee Health Maintenance Program Specialist,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employee Operations Examiner,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employee Placement Specialist,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employee Service Officer,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employment Advisor,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employment Appeals Examiner,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employment Interviewer,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employment Officer,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employment Program Representative,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employment Recruiter,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employment Representative,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employment Security Officer,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employment Service Specialist,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Employment Specialist,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Enlisted Advisor,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Ethics Officer,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Executive Coach,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Executive Recruiter,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Headhunter,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Healthcare Recruiter,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
HR Advisor (Human Resource Advisor),source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
HR Analyst (Human Resources Analyst),source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
HR Associate (Human Resources Associate),source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
HR Business Partner (Human Resources Business Partner),source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
HR Consultant (Human Resources Consultant),source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
HR Coordinator (Human Resources Coordinator),source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
HR Generalist (Human Resources Generalist),source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
HR Recruiter (Human Resources Recruiter),source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
HR Tech (Human Resources Technician),source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
HRIS Analyst (Human Resources Information System Analyst),source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Human Resources Representative (HR Rep),source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Human Resources Specialist (HR Specialist),source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Job Developer,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Job Development Specialist,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Job Interviewer,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Job Placement Officer,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Job Placement Specialist,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Job Recruiter,source_onet_human_resources_specialists,alias,all,open_taxonomy_supported,4
Farm Contractor,source_onet_farm_labor_contractors,alias,all,open_taxonomy_supported,4
Farm Crew Leader,source_onet_farm_labor_contractors,alias,all,open_taxonomy_supported,4
Farm Crew Member,source_onet_farm_labor_contractors,alias,all,open_taxonomy_supported,4
Farm Labor Contractor,source_onet_farm_labor_contractors,alias,all,open_taxonomy_supported,4
Farm Sanitation Employee,source_onet_farm_labor_contractors,alias,all,open_taxonomy_supported,4
Field Contractor,source_onet_farm_labor_contractors,alias,all,open_taxonomy_supported,4
Field Crop Harvest Contractor,source_onet_farm_labor_contractors,alias,all,open_taxonomy_supported,4
Field Manager,source_onet_farm_labor_contractors,alias,all,open_taxonomy_supported,4
Field Supervisor,source_onet_farm_labor_contractors,alias,all,open_taxonomy_supported,4
Harvest Contractor,source_onet_farm_labor_contractors,alias,all,open_taxonomy_supported,4
Harvesting Contractor,source_onet_farm_labor_contractors,alias,all,open_taxonomy_supported,4
Appeals and Grievances Specialist,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Arbitration Specialist,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Business Agent,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Business Representative,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Collective Bargaining Specialist,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Conciliator,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Contract Negotiator,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employee and Labor Relations Specialist,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employee Engagement Specialist,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employee Experience Specialist,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employee Relations Business Partner (ERBP),source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employee Relations Consultant,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employee Relations Coordinator,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employee Relations Generalist,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employee Relations Investigator,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employee Relations Partner,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employee Relations Representative (Employee Relations Rep),source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employee Relations Specialist,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employee Representative (Employee Rep),source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employer Relations Representative (Employer Relations Rep),source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Employer Relations Specialist,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
Grievance and Appeals Specialist,source_onet_labor_relations_specialists,alias,all,open_taxonomy_supported,4
