role_title,mapped_term,mapped_dimension,role_family,country_scope,source,confidence
Business Agent,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Business Representative,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Collective Bargaining Specialist,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Conciliator,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Contract Negotiator,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee and Labor Relations Specialist,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Engagement Specialist,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Experience Specialist,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Relations Business Partner (ERBP),source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Relations Consultant,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Relations Coordinator,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Relations Generalist,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Relations Investigator,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Relations Partner,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Relations Representative (Employee Relations Rep),source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Relations Specialist,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Representative (Employee Rep),source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employer Relations Representative (Employer Relations Rep),source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employer Relations Specialist,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Grievance and Appeals Specialist,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Grievance Manager,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
HR Specialist (Human Resources Specialist),source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Industrial Relations Analyst,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logisticians,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Acquisition Analyst,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Automated Logistics Specialist,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Client Services Administrator,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Delivery Coordinator,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Demand Planner,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Distribution Associate,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Distribution Specialist,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Inventory Analyst,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistician,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Associate,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Clerk,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Coordinator,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Planner,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Specialist,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Team Member,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Technician,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Manufacturing Planner,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Material Coordinator,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Material Planner,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Materials Planner,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Planner,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Production Planner,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Scheduler,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Supply Chain Associate,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Supply Chain Consultant,source_onet_logisticians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Engineers,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Acquisition Logistics Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Aero Logistics Engineer (Aeronautical Logistics Engineer),source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Auto Logistics Engineer (Automotive Logistics Engineer),source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Continuous Improvement Specialist,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cost Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cost Estimating Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cost Reduction Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Planning Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Research Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Specialist,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics System Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Procurement Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Reliability Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Supportability Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Systems Engineer,source_onet_logistics_engineers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Analysts,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Acquisition Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Acquisitions Logistics Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Demand Planner,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Demand Planning Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Global Logistics Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Inventory Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Inventory Control Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Management Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Logistics Specialist,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Material Supply Planner,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Materials Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Operations Logistics Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Procurement Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Procurement Specialist,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Product Control Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Provisioning Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Reverse Logistics Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Supply Chain Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Supply Chain Data Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Supply Chain Financial Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Supply Chain Planner,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Supply Chain Planning Analyst,source_onet_logistics_analysts,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
